order_item_id,order_id,product_id,customer_id,first_name,last_name,email,city,country,age,gender,membership_tier,registration_date,order_date,status,payment_method,shipping_city,shipping_country,product_name,category,brand,product_list_price,unit_cost,quantity,unit_price,discount_pct,line_gross,line_net,line_profit
11,4,14,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2024-05-13,Completed,PayNow,Jakarta,Indonesia,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,3,69.9,5,209.7,199.22,136.52
12,4,4,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2024-05-13,Completed,PayNow,Jakarta,Indonesia,Tablet,Electronics,TechPro,649.0,360.0,1,649.0,0,649.0,649.0,289.0
13,4,5,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2024-05-13,Completed,PayNow,Jakarta,Indonesia,Smartwatch,Electronics,TechPro,299.0,130.0,2,299.0,10,598.0,538.2,304.2
14,5,13,14,Noah,Davis,noah.davis@email.com,Manila,Philippines,65,Male,Silver,2021-08-03,2023-03-01,Cancelled,Bank Transfer,Vientiane,Laos,Desk Lamp,Home & Living,LumiLight,39.9,12.0,3,39.9,15,119.7,101.74,71.14
15,5,15,14,Noah,Davis,noah.davis@email.com,Manila,Philippines,65,Male,Silver,2021-08-03,2023-03-01,Cancelled,Bank Transfer,Vientiane,Laos,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,4,49.9,10,199.6,179.64,122.04
16,6,14,4,Diana,Ng,diana.ng@email.com,Vientiane,Laos,23,Male,Platinum,2022-06-02,2023-11-18,Completed,Bank Transfer,Singapore,Singapore,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,4,69.9,10,279.6,251.64,172.44
17,6,4,4,Diana,Ng,diana.ng@email.com,Vientiane,Laos,23,Male,Platinum,2022-06-02,2023-11-18,Completed,Bank Transfer,Singapore,Singapore,Tablet,Electronics,TechPro,649.0,360.0,4,649.0,0,2596.0,2596.0,1156.0
18,7,12,31,Emma,Hall,emma.hall@email.com,Singapore,Singapore,29,Female,Gold,2022-05-16,2024-05-29,Completed,Credit Card,Phnom Penh,Cambodia,Air Purifier,Home & Living,CleanAir,249.0,100.0,2,249.0,5,498.0,473.1,283.1
19,8,8,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-03-24,Completed,Bank Transfer,Jakarta,Indonesia,Running Shoes,Clothing,SpeedStep,119.0,45.0,3,119.0,0,357.0,357.0,222.0
20,8,12,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-03-24,Completed,Bank Transfer,Jakarta,Indonesia,Air Purifier,Home & Living,CleanAir,249.0,100.0,4,249.0,0,996.0,996.0,596.0
21,8,4,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-03-24,Completed,Bank Transfer,Jakarta,Indonesia,Tablet,Electronics,TechPro,649.0,360.0,2,649.0,0,1298.0,1298.0,578.0
22,8,19,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-03-24,Completed,Bank Transfer,Jakarta,Indonesia,Yoga Mat,Sports,FitLife,35.0,10.0,4,35.0,0,140.0,140.0,100.0
23,9,20,5,Eve,Chan,eve.chan@email.com,Yangon,Myanmar,59,Female,Bronze,2021-08-14,2024-11-22,Shipped,Credit Card,Bangkok,Thailand,Resistance Bands Set,Sports,FitLife,25.0,7.0,1,25.0,20,25.0,20.0,14.4
24,9,1,5,Eve,Chan,eve.chan@email.com,Yangon,Myanmar,59,Female,Bronze,2021-08-14,2024-11-22,Shipped,Credit Card,Bangkok,Thailand,Laptop,Electronics,TechPro,1299.0,780.0,3,1299.0,0,3897.0,3897.0,1557.0
25,10,19,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2023-09-10,Processing,Credit Card,Vientiane,Laos,Yoga Mat,Sports,FitLife,35.0,10.0,1,35.0,20,35.0,28.0,20.0
26,10,7,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2023-09-10,Processing,Credit Card,Vientiane,Laos,Women's Dress,Clothing,FashionX,79.9,22.0,2,79.9,10,159.8,143.82,104.22
27,11,8,40,Owen,Flores,owen.flores@email.com,Kuala Lumpur,Malaysia,24,Female,Bronze,2021-08-23,2023-03-25,Cancelled,Bank Transfer,Hanoi,Vietnam,Running Shoes,Clothing,SpeedStep,119.0,45.0,2,119.0,20,238.0,190.4,118.4
28,11,11,40,Owen,Flores,owen.flores@email.com,Kuala Lumpur,Malaysia,24,Female,Bronze,2021-08-23,2023-03-25,Cancelled,Bank Transfer,Hanoi,Vietnam,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,1,89.0,0,89.0,89.0,54.0
29,12,5,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2024-06-19,Completed,Debit Card,Ho Chi Minh City,Vietnam,Smartwatch,Electronics,TechPro,299.0,130.0,3,299.0,20,897.0,717.6,405.6
30,12,18,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2024-06-19,Completed,Debit Card,Ho Chi Minh City,Vietnam,SQL Mastery Guide,Books,TechBooks,34.9,9.0,2,34.9,0,69.8,69.8,51.8
31,13,5,43,Sara,Nelson,sara.nelson@email.com,Yangon,Myanmar,48,Male,Bronze,2023-03-15,2023-11-18,Completed,GrabPay,Bangkok,Thailand,Smartwatch,Electronics,TechPro,299.0,130.0,1,299.0,0,299.0,299.0,169.0
32,14,19,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2024-11-18,Shipped,PayNow,Manila,Philippines,Yoga Mat,Sports,FitLife,35.0,10.0,1,35.0,0,35.0,35.0,25.0
33,14,11,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2024-11-18,Shipped,PayNow,Manila,Philippines,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,3,89.0,0,267.0,267.0,162.0
34,15,14,49,Yuri,Turner,yuri.turner@email.com,Phnom Penh,Cambodia,28,Male,Bronze,2022-03-30,2023-03-16,Shipped,Bank Transfer,Singapore,Singapore,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,1,69.9,15,69.9,59.42,40.72
35,15,17,49,Yuri,Turner,yuri.turner@email.com,Phnom Penh,Cambodia,28,Male,Bronze,2022-03-30,2023-03-16,Shipped,Bank Transfer,Singapore,Singapore,Python Cookbook,Books,TechBooks,44.9,12.0,1,44.9,5,44.9,42.65,31.25
36,16,12,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2023-04-13,Processing,Debit Card,Kuala Lumpur,Malaysia,Air Purifier,Home & Living,CleanAir,249.0,100.0,2,249.0,10,498.0,448.2,268.2
37,16,17,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2023-04-13,Processing,Debit Card,Kuala Lumpur,Malaysia,Python Cookbook,Books,TechBooks,44.9,12.0,1,44.9,15,44.9,38.16,27.96
38,16,4,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2023-04-13,Processing,Debit Card,Kuala Lumpur,Malaysia,Tablet,Electronics,TechPro,649.0,360.0,3,649.0,5,1947.0,1849.65,823.65
39,16,15,37,Lily,Torres,lily.torres@email.com,Phnom Penh,Cambodia,50,Male,Silver,2023-07-11,2023-04-13,Processing,Debit Card,Kuala Lumpur,Malaysia,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,1,49.9,0,49.9,49.9,33.9
40,17,13,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-09-29,Completed,Credit Card,Jakarta,Indonesia,Desk Lamp,Home & Living,LumiLight,39.9,12.0,4,39.9,0,159.6,159.6,111.6
41,17,14,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-09-29,Completed,Credit Card,Jakarta,Indonesia,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,1,69.9,0,69.9,69.9,47.9
42,17,4,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-09-29,Completed,Credit Card,Jakarta,Indonesia,Tablet,Electronics,TechPro,649.0,360.0,2,649.0,0,1298.0,1298.0,578.0
43,17,16,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2023-09-29,Completed,Credit Card,Jakarta,Indonesia,Data Engineering Handbook,Books,TechBooks,59.9,15.0,2,59.9,0,119.8,119.8,89.8
44,18,19,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2024-01-14,Completed,GrabPay,Manila,Philippines,Yoga Mat,Sports,FitLife,35.0,10.0,4,35.0,10,140.0,126.0,90.0
45,18,18,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2024-01-14,Completed,GrabPay,Manila,Philippines,SQL Mastery Guide,Books,TechBooks,34.9,9.0,4,34.9,0,139.6,139.6,103.6
46,18,11,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2024-01-14,Completed,GrabPay,Manila,Philippines,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,1,89.0,20,89.0,71.2,43.2
47,18,13,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2024-01-14,Completed,GrabPay,Manila,Philippines,Desk Lamp,Home & Living,LumiLight,39.9,12.0,2,39.9,5,79.8,75.81,53.01
48,18,10,16,Paul,Moore,paul.moore@email.com,Phnom Penh,Cambodia,36,Female,Bronze,2021-10-04,2024-01-14,Completed,GrabPay,Manila,Philippines,Winter Jacket,Clothing,WarmWear,199.0,75.0,4,199.0,0,796.0,796.0,496.0
49,19,11,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-21,Processing,Bank Transfer,Manila,Philippines,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,1,89.0,0,89.0,89.0,54.0
50,19,15,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-21,Processing,Bank Transfer,Manila,Philippines,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,4,49.9,0,199.6,199.6,135.6
51,19,13,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-21,Processing,Bank Transfer,Manila,Philippines,Desk Lamp,Home & Living,LumiLight,39.9,12.0,3,39.9,0,119.7,119.7,83.7
52,19,14,35,Isla,Wright,isla.wright@email.com,Vientiane,Laos,49,Male,Silver,2022-06-25,2024-12-21,Processing,Bank Transfer,Manila,Philippines,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,2,69.9,15,139.8,118.83,81.43
53,20,3,1,Alice,Tan,alice.tan@email.com,Kuala Lumpur,Malaysia,23,Female,Silver,2022-10-17,2024-11-14,Completed,Credit Card,Phnom Penh,Cambodia,Wireless Headphones,Electronics,SoundMax,149.0,60.0,4,149.0,0,596.0,596.0,356.0
54,20,20,1,Alice,Tan,alice.tan@email.com,Kuala Lumpur,Malaysia,23,Female,Silver,2022-10-17,2024-11-14,Completed,Credit Card,Phnom Penh,Cambodia,Resistance Bands Set,Sports,FitLife,25.0,7.0,3,25.0,20,75.0,60.0,43.2
55,20,19,1,Alice,Tan,alice.tan@email.com,Kuala Lumpur,Malaysia,23,Female,Silver,2022-10-17,2024-11-14,Completed,Credit Card,Phnom Penh,Cambodia,Yoga Mat,Sports,FitLife,35.0,10.0,2,35.0,10,70.0,63.0,45.0
56,20,18,1,Alice,Tan,alice.tan@email.com,Kuala Lumpur,Malaysia,23,Female,Silver,2022-10-17,2024-11-14,Completed,Credit Card,Phnom Penh,Cambodia,SQL Mastery Guide,Books,TechBooks,34.9,9.0,1,34.9,10,34.9,31.41,23.31
57,21,18,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-09-28,Completed,Bank Transfer,Kuala Lumpur,Malaysia,SQL Mastery Guide,Books,TechBooks,34.9,9.0,4,34.9,20,139.6,111.68,82.88
58,21,11,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-09-28,Completed,Bank Transfer,Kuala Lumpur,Malaysia,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,1,89.0,0,89.0,89.0,54.0
59,21,4,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-09-28,Completed,Bank Transfer,Kuala Lumpur,Malaysia,Tablet,Electronics,TechPro,649.0,360.0,3,649.0,0,1947.0,1947.0,867.0
60,21,14,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-09-28,Completed,Bank Transfer,Kuala Lumpur,Malaysia,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,1,69.9,10,69.9,62.91,43.11
61,21,12,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-09-28,Completed,Bank Transfer,Kuala Lumpur,Malaysia,Air Purifier,Home & Living,CleanAir,249.0,100.0,2,249.0,0,498.0,498.0,298.0
62,22,8,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-10-06,Processing,Debit Card,Manila,Philippines,Running Shoes,Clothing,SpeedStep,119.0,45.0,1,119.0,20,119.0,95.2,59.2
63,22,4,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-10-06,Processing,Debit Card,Manila,Philippines,Tablet,Electronics,TechPro,649.0,360.0,3,649.0,10,1947.0,1752.3,780.3
64,22,12,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-10-06,Processing,Debit Card,Manila,Philippines,Air Purifier,Home & Living,CleanAir,249.0,100.0,2,249.0,20,498.0,398.4,238.4
65,22,18,10,Jack,Ali,jack.ali@email.com,Phnom Penh,Cambodia,40,Female,Silver,2021-03-22,2023-10-06,Processing,Debit Card,Manila,Philippines,SQL Mastery Guide,Books,TechBooks,34.9,9.0,4,34.9,20,139.6,111.68,82.88
66,23,20,46,Vince,Mitchell,vince.mitchell@email.com,Ho Chi Minh City,Vietnam,28,Male,Silver,2022-02-17,2023-12-18,Cancelled,PayNow,Bangkok,Thailand,Resistance Bands Set,Sports,FitLife,25.0,7.0,2,25.0,0,50.0,50.0,36.0
67,23,18,46,Vince,Mitchell,vince.mitchell@email.com,Ho Chi Minh City,Vietnam,28,Male,Silver,2022-02-17,2023-12-18,Cancelled,PayNow,Bangkok,Thailand,SQL Mastery Guide,Books,TechBooks,34.9,9.0,3,34.9,0,104.7,104.7,77.7
68,23,1,46,Vince,Mitchell,vince.mitchell@email.com,Ho Chi Minh City,Vietnam,28,Male,Silver,2022-02-17,2023-12-18,Cancelled,PayNow,Bangkok,Thailand,Laptop,Electronics,TechPro,1299.0,780.0,3,1299.0,0,3897.0,3897.0,1557.0
69,23,9,46,Vince,Mitchell,vince.mitchell@email.com,Ho Chi Minh City,Vietnam,28,Male,Silver,2022-02-17,2023-12-18,Cancelled,PayNow,Bangkok,Thailand,Denim Jeans,Clothing,FashionX,89.9,28.0,2,89.9,20,179.8,143.84,99.04
70,23,19,46,Vince,Mitchell,vince.mitchell@email.com,Ho Chi Minh City,Vietnam,28,Male,Silver,2022-02-17,2023-12-18,Cancelled,PayNow,Bangkok,Thailand,Yoga Mat,Sports,FitLife,35.0,10.0,2,35.0,10,70.0,63.0,45.0
71,24,3,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-05-15,Completed,Credit Card,Manila,Philippines,Wireless Headphones,Electronics,SoundMax,149.0,60.0,2,149.0,5,298.0,283.1,169.1
72,24,5,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-05-15,Completed,Credit Card,Manila,Philippines,Smartwatch,Electronics,TechPro,299.0,130.0,4,299.0,5,1196.0,1136.2,642.2
73,24,1,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-05-15,Completed,Credit Card,Manila,Philippines,Laptop,Electronics,TechPro,1299.0,780.0,3,1299.0,0,3897.0,3897.0,1557.0
74,24,20,33,Gina,Young,gina.young@email.com,Yangon,Myanmar,26,Male,Silver,2023-01-20,2024-05-15,Completed,Credit Card,Manila,Philippines,Resistance Bands Set,Sports,FitLife,25.0,7.0,3,25.0,0,75.0,75.0,54.0
75,25,19,41,Pam,Green,pam.green@email.com,Bangkok,Thailand,39,Female,Silver,2022-06-11,2024-03-09,Completed,Credit Card,Manila,Philippines,Yoga Mat,Sports,FitLife,35.0,10.0,2,35.0,0,70.0,70.0,50.0
76,25,3,41,Pam,Green,pam.green@email.com,Bangkok,Thailand,39,Female,Silver,2022-06-11,2024-03-09,Completed,Credit Card,Manila,Philippines,Wireless Headphones,Electronics,SoundMax,149.0,60.0,1,149.0,15,149.0,126.65,75.65
77,25,2,41,Pam,Green,pam.green@email.com,Bangkok,Thailand,39,Female,Silver,2022-06-11,2024-03-09,Completed,Credit Card,Manila,Philippines,Smartphone,Electronics,TechPro,899.0,500.0,1,899.0,0,899.0,899.0,399.0
78,26,14,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-05-14,Completed,GrabPay,Manila,Philippines,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,3,69.9,0,209.7,209.7,143.7
79,26,16,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-05-14,Completed,GrabPay,Manila,Philippines,Data Engineering Handbook,Books,TechBooks,59.9,15.0,1,59.9,0,59.9,59.9,44.9
80,26,15,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-05-14,Completed,GrabPay,Manila,Philippines,Non-stick Pan,Home & Living,KitchenPro,49.9,16.0,4,49.9,0,199.6,199.6,135.6
81,26,20,22,Victor,Harris,victor.harris@email.com,Phnom Penh,Cambodia,53,Male,Bronze,2021-05-22,2023-05-14,Completed,GrabPay,Manila,Philippines,Resistance Bands Set,Sports,FitLife,25.0,7.0,3,25.0,15,75.0,63.75,45.9
82,27,16,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2024-12-23,Processing,Credit Card,Hanoi,Vietnam,Data Engineering Handbook,Books,TechBooks,59.9,15.0,4,59.9,10,239.6,215.64,161.64
83,27,17,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2024-12-23,Processing,Credit Card,Hanoi,Vietnam,Python Cookbook,Books,TechBooks,44.9,12.0,1,44.9,0,44.9,44.9,32.9
84,27,10,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2024-12-23,Processing,Credit Card,Hanoi,Vietnam,Winter Jacket,Clothing,WarmWear,199.0,75.0,2,199.0,0,398.0,398.0,248.0
85,27,2,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2024-12-23,Processing,Credit Card,Hanoi,Vietnam,Smartphone,Electronics,TechPro,899.0,500.0,2,899.0,20,1798.0,1438.4,638.4
86,27,8,36,Jake,Scott,jake.scott@email.com,Manila,Philippines,47,Female,Platinum,2023-01-01,2024-12-23,Processing,Credit Card,Hanoi,Vietnam,Running Shoes,Clothing,SpeedStep,119.0,45.0,2,119.0,20,238.0,190.4,118.4
87,28,10,8,Henry,Kumar,henry.kumar@email.com,Kuala Lumpur,Malaysia,44,Female,Gold,2022-01-25,2023-03-19,Processing,Credit Card,Jakarta,Indonesia,Winter Jacket,Clothing,WarmWear,199.0,75.0,1,199.0,5,199.0,189.05,117.8
88,28,11,8,Henry,Kumar,henry.kumar@email.com,Kuala Lumpur,Malaysia,44,Female,Gold,2022-01-25,2023-03-19,Processing,Credit Card,Jakarta,Indonesia,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,4,89.0,0,356.0,356.0,216.0
89,28,4,8,Henry,Kumar,henry.kumar@email.com,Kuala Lumpur,Malaysia,44,Female,Gold,2022-01-25,2023-03-19,Processing,Credit Card,Jakarta,Indonesia,Tablet,Electronics,TechPro,649.0,360.0,2,649.0,5,1298.0,1233.1,549.1
90,29,8,24,Xander,Thompson,xander.thompson@email.com,Kuala Lumpur,Malaysia,46,Female,Platinum,2022-09-03,2024-08-19,Completed,GrabPay,Phnom Penh,Cambodia,Running Shoes,Clothing,SpeedStep,119.0,45.0,4,119.0,20,476.0,380.8,236.8
91,29,17,24,Xander,Thompson,xander.thompson@email.com,Kuala Lumpur,Malaysia,46,Female,Platinum,2022-09-03,2024-08-19,Completed,GrabPay,Phnom Penh,Cambodia,Python Cookbook,Books,TechBooks,44.9,12.0,1,44.9,5,44.9,42.65,31.25
92,29,18,24,Xander,Thompson,xander.thompson@email.com,Kuala Lumpur,Malaysia,46,Female,Platinum,2022-09-03,2024-08-19,Completed,GrabPay,Phnom Penh,Cambodia,SQL Mastery Guide,Books,TechBooks,34.9,9.0,1,34.9,5,34.9,33.15,24.6
93,29,12,24,Xander,Thompson,xander.thompson@email.com,Kuala Lumpur,Malaysia,46,Female,Platinum,2022-09-03,2024-08-19,Completed,GrabPay,Phnom Penh,Cambodia,Air Purifier,Home & Living,CleanAir,249.0,100.0,1,249.0,20,249.0,199.2,119.2
94,29,3,24,Xander,Thompson,xander.thompson@email.com,Kuala Lumpur,Malaysia,46,Female,Platinum,2022-09-03,2024-08-19,Completed,GrabPay,Phnom Penh,Cambodia,Wireless Headphones,Electronics,SoundMax,149.0,60.0,3,149.0,10,447.0,402.3,240.3
95,30,19,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-02-12,Completed,Credit Card,Manila,Philippines,Yoga Mat,Sports,FitLife,35.0,10.0,1,35.0,5,35.0,33.25,23.75
96,30,13,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-02-12,Completed,Credit Card,Manila,Philippines,Desk Lamp,Home & Living,LumiLight,39.9,12.0,1,39.9,0,39.9,39.9,27.9
97,30,14,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-02-12,Completed,Credit Card,Manila,Philippines,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,2,69.9,20,139.8,111.84,76.64
98,30,10,9,Iris,Singh,iris.singh@email.com,Singapore,Singapore,51,Male,Platinum,2023-04-07,2023-02-12,Completed,Credit Card,Manila,Philippines,Winter Jacket,Clothing,WarmWear,199.0,75.0,4,199.0,20,796.0,636.8,396.8
99,31,3,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2023-08-04,Cancelled,Credit Card,Bangkok,Thailand,Wireless Headphones,Electronics,SoundMax,149.0,60.0,2,149.0,5,298.0,283.1,169.1
100,31,14,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2023-08-04,Cancelled,Credit Card,Bangkok,Thailand,Bed Sheets Set,Home & Living,ComfortHome,69.9,22.0,4,69.9,10,279.6,251.64,172.44
101,31,4,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2023-08-04,Cancelled,Credit Card,Bangkok,Thailand,Tablet,Electronics,TechPro,649.0,360.0,1,649.0,5,649.0,616.55,274.55
102,32,11,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-07-27,Processing,Debit Card,Hanoi,Vietnam,Coffee Maker,Home & Living,BrewMaster,89.0,35.0,2,89.0,0,178.0,178.0,108.0
103,32,8,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-07-27,Processing,Debit Card,Hanoi,Vietnam,Running Shoes,Clothing,SpeedStep,119.0,45.0,1,119.0,10,119.0,107.1,66.6
104,32,20,23,Wendy,Martin,wendy.martin@email.com,Kuala Lumpur,Malaysia,31,Male,Platinum,2023-06-01,2024-07-27,Processing,Debit Card,Hanoi,Vietnam,Resistance Bands Set,Sports,FitLife,25.0,7.0,2,25.0,20,50.0,40.0,28.8
